ContaCurto;ContaNome;ContaCompleto;Data;Historico;ContraPartida;Documento;Lote;Debito;Credito;SaldoAnterior;Saldo
00113;"Caixa Econômica Federal ";111020004;30/05/2025;"VR.DEB.C/C RECEITA ACORDO CF.PLANILHA";00019;"";128;0,00;703,56;-15825,16;-23222,54;
00113;"Caixa Econômica Federal ";111020004;30/05/2025;"VR.DEB.C/C TARIFAS BANCARIAS CF EXTRATO";00244;"";128;0,00;956,15;-15825,16;-22266,39;
00113;"Caixa Econômica Federal ";111020004;30/05/2025;"VR. DEB. C/C REF. SUBS. FERIAS ADILSON";00190;"";128;0,00;2021,51;-15825,16;-20244,88;
00113;"Caixa Econômica Federal ";111020004;02/06/2025;"VR.DEB.C/C VT";00230;"";129;0,00;1251,20;-15825,16;-18993,68;
00113;"Caixa Econômica Federal ";111020004;02/06/2025;"VR.DEB.C/C HONORARIOS CONTABEIS N/MES";00188;"";129;0,00;2790,70;-15825,16;-16202,98;
00113;"Caixa Econômica Federal ";111020004;02/06/2025;"VR.DEB.C/C PRO-LABORE";477;"";129;0,00;3000,00;-15825,16;-13202,98;
00113;"Caixa Econômica Federal ";111020004;02/06/2025;"VR.DEB.C/C REF.PAGTO.SALARIOS N/MES";00107;"";129;0,00;10649,11;-15825,16;-2553,87;
00113;"Caixa Econômica Federal ";111020004;04/06/2025;"VR. DEB. C/C REF. GARRA DISTRIBUIDORA";00099;"";129;0,00;24,49;-15825,16;-2529,38;
00113;"Caixa Econômica Federal ";111020004;04/06/2025;"VR. DEB. C/C REF.VAREJO BLASKVICZ NF 127";00064;"";129;0,00;860,00;-15825,16;-1669,38;
00113;"Caixa Econômica Federal ";111020004;05/06/2025;"VR. DEB. C/C REF. Portão Eletronico Portaria - 3/4 - CASSIA MARIA";691;"";129;0,00;3138,75;-15825,16;1469,37;
00113;"Caixa Econômica Federal ";111020004;06/06/2025;"VR. DEB. C/C REF. BRX COMERCIO DE MINERIOS E DECORACAO LTDA NF 3.666 E 3.667";00181;"";129;0,00;278,00;-15825,16;1747,37;
00113;"Caixa Econômica Federal ";111020004;06/06/2025;"VR. DEB. C/C REF. DAM IPTU - ESPAÇO GOURMET";00132;"";129;0,00;601,18;-15825,16;2348,55;
00113;"Caixa Econômica Federal ";111020004;06/06/2025;"VR.DEB.C/C CIA BRASILEIRA SOLUCOES E SERVICOS REF.CARTAO ALIMENTACAO";00021;"";129;0,00;1856,22;-15825,16;4204,77;
00113;"Caixa Econômica Federal ";111020004;10/06/2025;"VR. DEB. C/C REF. UBER - ENVIO DE DOCUMENTOS";00208;"";129;0,00;17,03;-15825,16;4221,80;
00113;"Caixa Econômica Federal ";111020004;10/06/2025;"VR.DEB.C/C.REF.PAGTO SINDEAC PROFPS";115;"";129;0,00;84,00;-15825,16;4305,80;
00113;"Caixa Econômica Federal ";111020004;10/06/2025;"VR.DEB.C/C.REF.PAGTO. SINDEAC PAF";00035;"";129;0,00;690,20;-15825,16;4996,00;
00113;"Caixa Econômica Federal ";111020004;16/06/2025;"VR. DEB. C/C REF.DESPESAS COM COMBUSTIVEL";00090;"";129;0,00;70,00;-15825,16;5066,00;
00113;"Caixa Econômica Federal ";111020004;16/06/2025;"VR.DEB.C/C.REF. SISTEMA PONTO TANGERINO";439;"";129;0,00;71,92;-15825,16;5137,92;
00113;"Caixa Econômica Federal ";111020004;18/06/2025;"VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 129 (LIMA)";00121;"";129;0,00;18,00;-15825,16;5155,92;
00113;"Caixa Econômica Federal ";111020004;18/06/2025;"VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 130";00189;"";129;0,00;24,00;-15825,16;5179,92;
00113;"Caixa Econômica Federal ";111020004;18/06/2025;"VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 129";306;"";129;0,00;35,00;-15825,16;5214,92;
00113;"Caixa Econômica Federal ";111020004;18/06/2025;"VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 129";00189;"";129;0,00;40,50;-15825,16;5255,42;
00113;"Caixa Econômica Federal ";111020004;18/06/2025;"VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 129";516;"";129;0,00;90,00;-15825,16;5345,42;
00113;"Caixa Econômica Federal ";111020004;18/06/2025;"VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 129";00066;"";129;0,00;208,00;-15825,16;5553,42;
00113;"Caixa Econômica Federal ";111020004;20/06/2025;"VR. DEB. C/C REF.UBER E 99POP";00208;"";129;0,00;42,29;-15825,16;5595,71;
00113;"Caixa Econômica Federal ";111020004;20/06/2025;"VR. DEB. C/C REF. MARCOS VALENTIM AMORIM NF 22.477 (ALICATE)";00121;"";129;0,00;65,99;-15825,16;5661,70;
00113;"Caixa Econômica Federal ";111020004;20/06/2025;"VR. DEB. C/C REF. RESCISÃO FABIO FRANCA - DESLOCAMENTO P. RESCISAO";00126;"";129;0,00;273,60;-15825,16;5935,30;
00113;"Caixa Econômica Federal ";111020004;20/06/2025;"VR. DEB. C/C REF. ADIANTAMENTO ADILSON";00074;"";129;0,00;300,00;-15825,16;6235,30;
00113;"Caixa Econômica Federal ";111020004;20/06/2025;"VR. DEB. C/C REF. RESCISÃO FABIO FRANCA";00126;"";129;0,00;3435,57;-15825,16;9670,87;
00113;"Caixa Econômica Federal ";111020004;23/06/2025;"VR. DEB. C/C REF. ALAOR SUBS. DIA 21/06";00190;"";129;0,00;223,58;-15825,16;9894,45;
00113;"Caixa Econômica Federal ";111020004;25/06/2025;"VR.DEB.C/C TELEFONE";00209;"";129;0,00;90,62;-15825,16;9985,07;
00113;"Caixa Econômica Federal ";111020004;25/06/2025;"VR. DEB. C/C REF.REEMBOLSO COMBUSTIVEL MOTO";00201;"";129;0,00;100,00;-15825,16;10085,07;
00113;"Caixa Econômica Federal ";111020004;25/06/2025;"VR.DEB.C/C MASTER CONSULTORIOS E CONSULTORIA MED";00122;"";129;0,00;120,00;-15825,16;10205,07;
00113;"Caixa Econômica Federal ";111020004;25/06/2025;"VR.DEB.C/C CTA CEMIG N/MES";00206;"";129;0,00;124,23;-15825,16;10329,30;
00113;"Caixa Econômica Federal ";111020004;25/06/2025;"VR. DEB. C/C REF. FGTS RESCISORIO";00126;"";129;0,00;155,11;-15825,16;10484,41;
00113;"Caixa Econômica Federal ";111020004;25/06/2025;"VR.DEB.C/C PIS S/FOLHA PAGATO.";00018;"";129;0,00;156,88;-15825,16;10641,29;
00113;"Caixa Econômica Federal ";111020004;25/06/2025;"VR.DEB.C/C.REF.PAGTO SUPERMERCADOS BH";00193;"";129;0,00;166,44;-15825,16;10807,73;
00113;"Caixa Econômica Federal ";111020004;25/06/2025;"VR.DEB.C/C CTA CEMIG N/MES";00206;"";129;0,00;335,75;-15825,16;11143,48;
00113;"Caixa Econômica Federal ";111020004;25/06/2025;"VR. DEB. C/C REF. PAGTO COND21 GROUP SOFTWARE";00187;"";129;0,00;370,81;-15825,16;11514,29;
00113;"Caixa Econômica Federal ";111020004;25/06/2025;"VR. DEB. C/C REF.INSS E PIS RESCISORIO";00126;"";129;0,00;659,18;-15825,16;12173,47;
00113;"Caixa Econômica Federal ";111020004;25/06/2025;"VR.DEB.C/C FGTS MES";00114;"";129;0,00;1324,28;-15825,16;13497,75;
00113;"Caixa Econômica Federal ";111020004;25/06/2025;"VR.DEB.C/C CTA CEMIG N/MES";00206;"";129;0,00;1646,78;-15825,16;15144,53;
00113;"Caixa Econômica Federal ";111020004;25/06/2025;"VR.DEB.C/C REF.PAGATO.INSS";00112;"";129;0,00;5351,75;-15825,16;20496,28;
00113;"Caixa Econômica Federal ";111020004;26/06/2025;"VR.DEB.C/C FGTS CONSIGNADO 1/12";00114;"";129;0,00;569,41;-15825,16;21065,69;
00113;"Caixa Econômica Federal ";111020004;30/06/2025;"VR.CRED.C/C MOV.COBRANÇA CF. EXTRATO";00255;"";129;34780,00;0,00;-15825,16;-13714,31;
00113;"Caixa Econômica Federal ";111020004;30/06/2025;"VR.CRED.C/C RECEITA ACORDO CF.PLANILHA";00019;"";129;8093,75;0,00;-15825,16;-21808,06;
00113;"Caixa Econômica Federal ";111020004;30/06/2025;"VR. CRED. C/C REF. TAXA DE AGUA";00116;"";129;1727,38;0,00;-15825,16;-23535,44;
00113;"Caixa Econômica Federal ";111020004;30/06/2025;"VR.CRED.C/C.REF.PAGTO. RESERVA ESPAÇO GOURMET";397;"";129;300,00;0,00;-15825,16;-23835,44;
00113;"Caixa Econômica Federal ";111020004;30/06/2025;"VR.CRED.C/C.REF.PAGTO. JUROS E MULTA";264;"";129;97,30;0,00;-15825,16;-23932,74;
00113;"Caixa Econômica Federal ";111020004;30/06/2025;"VR.CRED.C/C.REF.PAGTO. CONTROLE DE ACESSO";00124;"";129;40,00;0,00;-15825,16;-23972,74;
00113;"Caixa Econômica Federal ";111020004;30/06/2025;"VR.DEB.C/C RECEITA ACORDO HONORARIO";00019;"";129;0,00;915,52;-15825,16;-23057,22;
00113;"Caixa Econômica Federal ";111020004;30/06/2025;"VR.DEB.C/C TARIFAS BANCARIAS CF EXTRATO";00244;"";129;0,00;917,82;-15825,16;-22139,40;
00113;"Caixa Econômica Federal ";111020004;01/07/2025;"VR.DEB.C/C VT";00230;"";130;0,00;1169,60;-15825,16;-20969,80;
00113;"Caixa Econômica Federal ";111020004;01/07/2025;"VR.DEB.C/C REF.FERIAS DE WESLLEY ADRIANO";00033;"";130;0,00;2998,56;-15825,16;-17971,24;
00113;"Caixa Econômica Federal ";111020004;01/07/2025;"VR.DEB.C/C PRO-LABORE";477;"";130;0,00;3000,00;-15825,16;-14971,24;
00113;"Caixa Econômica Federal ";111020004;01/07/2025;"VR.DEB.C/C REF.PAGTO.SALARIOS N/MES";00107;"";130;0,00;10604,68;-15825,16;-4366,56;
00113;"Caixa Econômica Federal ";111020004;02/07/2025;"VR. DEB. C/C REF.WMARUO COMERCIO DE PRODUTOS PARA NF2.983 (MERCADO LIVRE)";00181;"";130;0,00;53,50;-15825,16;-4313,06;
00113;"Caixa Econômica Federal ";111020004;02/07/2025;"VR.DEB.C/C HONORARIOS CONTABEIS N/MES";00188;"";130;0,00;2790,70;-15825,16;-1522,36;
00113;"Caixa Econômica Federal ";111020004;04/07/2025;"VR.DEB.C/C CIA BRASILEIRA SOLUCOES E SERVICOS REF.CARTAO ALIMENTACAO";00021;"";130;0,00;1546,85;-15825,16;24,49;
00113;"Caixa Econômica Federal ";111020004;04/07/2025;"VR. DEB. C/C REF.Portão Eletronico Portaria - 4/4 - CASSIA MARIA";691;"";130;0,00;3138,75;-15825,16;3163,24;
00113;"Caixa Econômica Federal ";111020004;09/07/2025;"VR. DEB. C/C REF.ABASTECIMENTO MOTO E ROÇADEIRA";00201;"";130;0,00;105,01;-15825,16;3268,25;
00113;"Caixa Econômica Federal ";111020004;10/07/2025;"VR.DEB.C/C.REF.PAGTO SINDEAC PROFPS";115;"";130;0,00;70,00;-15825,16;3338,25;
00113;"Caixa Econômica Federal ";111020004;10/07/2025;"VR.DEB.C/C.REF.PAGTO. SINDEAC PAF";00035;"";130;0,00;591,60;-15825,16;3929,85;
00113;"Caixa Econômica Federal ";111020004;11/07/2025;"VR.DEB.C/C.REF.PAGTO SUPERMERCADOS BH";00189;"";130;0,00;95,76;-15825,16;4025,61;
00113;"Caixa Econômica Federal ";111020004;15/07/2025;"VR.DEB.C/C.REF. SISTEMA PONTO TANGERINO";439;"";130;0,00;71,92;-15825,16;4097,53;
00113;"Caixa Econômica Federal ";111020004;16/07/2025;"VR. CRED. C/C REEMBOLSO ALICATE MERCADO LIVRE";600;"";130;65,99;0,00;-15825,16;4031,54;
00113;"Caixa Econômica Federal ";111020004;17/07/2025;"VR.DEB.C/C CTA CEMIG N/MES";00206;"";130;0,00;149,28;-15825,16;4180,82;
00113;"Caixa Econômica Federal ";111020004;17/07/2025;"VR. DEB. C/C REF. QUALIDADE COMERCIAL SANTOS MACIEL LTDA NF 2.079";712;"";130;0,00;205,00;-15825,16;4385,82;
00113;"Caixa Econômica Federal ";111020004;17/07/2025;"VR.DEB.C/C CTA CEMIG N/MES";00206;"";130;0,00;221,90;-15825,16;4607,72;
00113;"Caixa Econômica Federal ";111020004;17/07/2025;"VR.DEB.C/C CTA CEMIG N/MES";00206;"";130;0,00;783,17;-15825,16;5390,89;
00113;"Caixa Econômica Federal ";111020004;17/07/2025;"VR. DEB. C/C REF.FABRITELHAS NF 6.896/6.734/6.897/6.748";712;"";130;0,00;1812,70;-15825,16;7203,59;
00113;"Caixa Econômica Federal ";111020004;18/07/2025;"VR. DEB. C/C REF. ABASTECIMENTO";00201;"";130;0,00;70,00;-15825,16;7273,59;
00113;"Caixa Econômica Federal ";111020004;18/07/2025;"VR.DEB.C/C CIA BRASILEIRA SOLUCOES E SERVICOS REF.CARTAO ALIMENTACAO - CARLOS ALMEIDA";00021;"";130;0,00;110,00;-15825,16;7383,59;
00113;"Caixa Econômica Federal ";111020004;18/07/2025;"VR.DEB.C/C PIS S/FOLHA PAGATO";00018;"";130;0,00;156,14;-15825,16;7539,73;
00113;"Caixa Econômica Federal ";111020004;18/07/2025;"VR.DEB.C/C VT - CARLOS ALMEIDA";00230;"";130;0,00;163,20;-15825,16;7702,93;
00113;"Caixa Econômica Federal ";111020004;18/07/2025;"VR. DEB. C/C REF.MULTI FORMATO DISTRIBUIDORA";00193;"";130;0,00;175,72;-15825,16;7878,65;
00113;"Caixa Econômica Federal ";111020004;18/07/2025;"VR.DEB.C/C FGTS MES";00114;"";130;0,00;1663,43;-15825,16;9542,08;
00113;"Caixa Econômica Federal ";111020004;18/07/2025;"VR.DEB.C/C REF.PAGATO.INSS";00112;"";130;0,00;5270,00;-15825,16;14812,08;
00113;"Caixa Econômica Federal ";111020004;22/07/2025;"VR. DEB. C/C REF. MARSELHA PLACAS 1/2";712;"";130;0,00;1540,00;-15825,16;16352,08;
00113;"Caixa Econômica Federal ";111020004;23/07/2025;"VR.DEB.C/C VT - EXAME PERIODICO ADILSON";00230;"";130;0,00;46,15;-15825,16;16398,23;
00113;"Caixa Econômica Federal ";111020004;24/07/2025;"VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 131";00189;"";130;0,00;25,00;-15825,16;16423,23;
00113;"Caixa Econômica Federal ";111020004;24/07/2025;"VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 131";00066;"";130;0,00;35,00;-15825,16;16458,23;
00113;"Caixa Econômica Federal ";111020004;24/07/2025;"VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 131";00181;"";130;0,00;57,00;-15825,16;16515,23;
00113;"Caixa Econômica Federal ";111020004;24/07/2025;"VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 131";00144;"";130;0,00;172,00;-15825,16;16687,23;
00113;"Caixa Econômica Federal ";111020004;25/07/2025;"VR.DEB.C/C MASTER CONSULTORIOS E CONSULTORIA MED";00122;"";130;0,00;120,00;-15825,16;16807,23;
00113;"Caixa Econômica Federal ";111020004;25/07/2025;"VR. DEB. C/C REF. ADMISSÃO FUNC - CARLOS ALMEIDA";00208;"";130;0,00;239,00;-15825,16;17046,23;
00113;"Caixa Econômica Federal ";111020004;25/07/2025;"VR. DEB. C/C REF. PAGTO COND21 GROUP SOFTWARE";00187;"";130;0,00;370,81;-15825,16;17417,04;
00113;"Caixa Econômica Federal ";111020004;28/07/2025;"VR.DEB.C/C VT. CARLOS ALMEIDA - EXAME ADM";00230;"";130;0,00;30,00;-15825,16;17447,04;
00113;"Caixa Econômica Federal ";111020004;28/07/2025;"VR.DEB.C/C TELEFONE";00209;"";130;0,00;90,62;-15825,16;17537,66;
00113;"Caixa Econômica Federal ";111020004;29/07/2025;"VR. DEB. C/C REF. LOJAO DO REAL";00189;"";130;0,00;25,00;-15825,16;17562,66;
00113;"Caixa Econômica Federal ";111020004;31/07/2025;"VR.CRED.C/C MOV.COBRANÇA CF. EXTRATO";00255;"";130;35485,00;0,00;-15825,16;-17922,34;
00113;"Caixa Econômica Federal ";111020004;31/07/2025;"VR.CRED.C/C RECEITA ACORDO CF.PLANILHA";00019;"";130;6105,19;0,00;-15825,16;-24027,53;
00113;"Caixa Econômica Federal ";111020004;31/07/2025;"VR. CRED. C/C REF. TAXA DE AGUA";00116;"";130;2044,57;0,00;-15825,16;-26072,10;
00113;"Caixa Econômica Federal ";111020004;31/07/2025;"VR.CRED.C/C RECEITA CONTROLE DE ACESSO";00124;"";130;120,00;0,00;-15825,16;-26192,10;
00113;"Caixa Econômica Federal ";111020004;31/07/2025;"VR.CRED.C/C.REF.PAGTO. JUROS E MULTA";264;"";130;115,13;0,00;-15825,16;-26307,23;
00113;"Caixa Econômica Federal ";111020004;31/07/2025;"VR.DEB.C/C RECEITA ACORDO CF.PLANILHA";00019;"";130;0,00;637,52;-15825,16;-25669,71;
00113;"Caixa Econômica Federal ";111020004;31/07/2025;"VR.DEB.C/C TARIFAS BANCARIAS CF EXTRATO";00244;"";130;0,00;950,54;-15825,16;-24719,17;
348;"Aplicação Caixa Econômica Federal";111030005;31/01/2025;"VR.CRED.C/C REND.APLICAÇAO FINANCEIRA CF EXTRATO";00267;"";124;907,44;0,00;-100497,20;-101404,64;
348;"Aplicação Caixa Econômica Federal";111030005;31/01/2025;"VR.DEB.C/C.REF.RESTAGE CDB";00098;"";124;0,00;8,81;-100497,20;-101395,83;
348;"Aplicação Caixa Econômica Federal";111030005;31/01/2025;"VR.CRED.C/C.REF.RESTAGE CDB";00113;"";124;0,00;1838,52;-100497,20;-99557,31;
348;"Aplicação Caixa Econômica Federal";111030005;05/02/2025;"VR.CRED.C/C.REF.RESTAGE CDB";00113;"";125;0,00;2751,68;-100497,20;-96805,63;
348;"Aplicação Caixa Econômica Federal";111030005;07/02/2025;"VR.CRED.C/C.REF.RESTAGE CDB";00113;"";125;0,00;180,33;-100497,20;-96625,30;
348;"Aplicação Caixa Econômica Federal";111030005;28/02/2025;"VR.CRED.C/C REND.APLICAÇAO FINANCEIRA CF EXTRATO";00267;"";125;847,79;0,00;-100497,20;-97473,09;
348;"Aplicação Caixa Econômica Federal";111030005;28/02/2025;"VR.DEB.APLICAÇÃO TARIFAS BANCARIAS CF EXTRATO";00098;"";125;0,00;18,29;-100497,20;-97454,80;
348;"Aplicação Caixa Econômica Federal";111030005;05/03/2025;"VR.CRED.C/C.REF.RESTAGE CDB";00113;"";126;0,00;18958,07;-100497,20;-78496,73;
348;"Aplicação Caixa Econômica Federal";111030005;06/03/2025;"VR.CRED.C/C.REF.RESTAGE CDB";00113;"";126;0,00;202,32;-100497,20;-78294,41;
348;"Aplicação Caixa Econômica Federal";111030005;11/03/2025;"VR.CRED.C/C.REF.RESTAGE CDB";00113;"";126;0,00;1909,16;-100497,20;-76385,25;
348;"Aplicação Caixa Econômica Federal";111030005;21/03/2025;"VR. DEB. C/C REF. APLICAÇÃO";00113;"";126;23000,00;0,00;-100497,20;-99385,25;
348;"Aplicação Caixa Econômica Federal";111030005;27/03/2025;"VR.CRED.C/C.REF.RESTAGE CDB";00113;"";126;0,00;1052,06;-100497,20;-98333,19;
348;"Aplicação Caixa Econômica Federal";111030005;28/03/2025;"VR.CRED.C/C.REF.RESTAGE CDB";00113;"";126;0,00;1055,05;-100497,20;-97278,14;
348;"Aplicação Caixa Econômica Federal";111030005;31/03/2025;"VR.CRED.C/C REND.APLICAÇAO FINANCEIRA CF EXTRATO";00267;"";126;724,66;0,00;-100497,20;-98002,80;
348;"Aplicação Caixa Econômica Federal";111030005;31/03/2025;"VR.DEB.C/C TARIFAS BANCARIAS CF EXTRATO";00098;"";126;0,00;211,74;-100497,20;-97791,06;
348;"Aplicação Caixa Econômica Federal";111030005;31/03/2025;"VR.CRED.C/C.REF.RESTAGE CDB SEGURO MOTO";00113;"";126;0,00;3684,47;-100497,20;-94106,59;
348;"Aplicação Caixa Econômica Federal";111030005;01/04/2025;"VR.CRED.C/C.REF.RESTAGE CDB";00113;"";127;0,00;15679,31;-100497,20;-78427,28;
348;"Aplicação Caixa Econômica Federal";111030005;07/04/2025;"VR.CRED.C/C.REF.RESTAGE CDB";00113;"";127;0,00;904,60;-100497,20;-77522,68;
348;"Aplicação Caixa Econômica Federal";111030005;30/04/2025;"VR.CRED.C/C REND.APLICAÇAO FINANCEIRA CF EXTRATO";00267;"";127;733,92;0,00;-100497,20;-78256,60;
348;"Aplicação Caixa Econômica Federal";111030005;30/04/2025;"VR.DEB.C/C TARIFAS BANCARIAS CF EXTRATO";00098;"";127;0,00;147,33;-100497,20;-78109,27;
348;"Aplicação Caixa Econômica Federal";111030005;05/05/2025;"VR.CRED.C/C.REF.RESTAGE CDB";00113;"";128;0,00;4500,25;-100497,20;-73609,02;
348;"Aplicação Caixa Econômica Federal";111030005;30/05/2025;"VR.CRED.C/C REND.APLICAÇAO FINANCEIRA CF EXTRATO";00267;"";128;755,32;0,00;-100497,20;-74364,34;
348;"Aplicação Caixa Econômica Federal";111030005;30/05/2025;"VR.DEB.C/C TARIFAS BANCARIAS CF EXTRATO";00098;"";128;0,00;519,56;-100497,20;-73844,78;
348;"Aplicação Caixa Econômica Federal";111030005;30/06/2025;"VR.CRED.C/C REND.APLICAÇAO FINANCEIRA CF EXTRATO";00267;"";129;728,51;0,00;-100497,20;-74573,29;
348;"Aplicação Caixa Econômica Federal";111030005;31/07/2025;"VR.CRED.C/C REND.APLICAÇAO FINANCEIRA CF EXTRATO";00267;"";130;859,47;0,00;-100497,20;-75432,76;
00033;"Adiantamento de Ferias";112040001;08/01/2025;"VR.DEB.C/C REF.FERIAS DE WESLEY ADRIANO";00113;"";124;2483,84;0,00;-3036,51;-5520,35;
00033;"Adiantamento de Ferias";112040001;03/02/2025;"VR.DEB.C/C REF.FERIAS HUDSON";00113;"";125;3311,89;0,00;-3036,51;-8832,24;
00033;"Adiantamento de Ferias";112040001;28/02/2025;"VR.DEB.C/C REF.FERIAS LUIS F";00113;"";125;3242,24;0,00;-3036,51;-12074,48;
00033;"Adiantamento de Ferias";112040001;27/03/2025;"VR.DEB.C/C REF.FERIAS SANDRO ALVES";00113;"";126;2659,63;0,00;-3036,51;-14734,11;
00033;"Adiantamento de Ferias";112040001;29/04/2025;"VR.DEB.C/C REF.FERIAS ADILSON";00113;"";127;2708,05;0,00;-3036,51;-17442,16;
00033;"Adiantamento de Ferias";112040001;01/07/2025;"VR.DEB.C/C REF.FERIAS DE WESLLEY ADRIANO";00113;"";130;2998,56;0,00;-3036,51;-20440,72;
00074;"Adiantamento de Salarios";112040003;08/05/2025;"VR. DEB. C/C REF. ADIANTAMENTO SALARIO WESLLEY";00113;"";128;600,00;0,00;0,00;-600,00;
00074;"Adiantamento de Salarios";112040003;08/05/2025;"VR. DEB. C/C REF.ADIANTAMENTO SALARIO WESLLEY";00113;"";128;400,00;0,00;0,00;-1000,00;
00074;"Adiantamento de Salarios";112040003;20/06/2025;"VR. DEB. C/C REF. ADIANTAMENTO ADILSON";00113;"";129;300,00;0,00;0,00;-1300,00;
00064;"Aparelhos Celulares";132010009;04/06/2025;"VR. DEB. C/C REF.VAREJO BLASKVICZ NF 127";00113;"";129;860,00;0,00;-1476,00;-2336,00;
523;"Moveis e Utensilios - Portaria ";132010020;06/01/2025;"VR. DEB. C/C REF.JOSE MARINHO DA PAZ NF 42";00113;"";124;438,00;0,00;-4237,29;-4675,29;
691;"Portão de acesso";132010022;09/04/2025;"VR. DEB. C/C REF. Portão Eletronico Portaria - 1/4 - CASSIA MARIA NFS-E 69";00113;"";127;3138,75;0,00;0,00;-3138,75;
691;"Portão de acesso";132010022;05/05/2025;"VR. DEB. C/C REF.Portão Eletronico Portaria - 2/4 - CASSIA MARIA";00113;"";128;3138,75;0,00;0,00;-6277,50;
691;"Portão de acesso";132010022;05/06/2025;"VR. DEB. C/C REF. Portão Eletronico Portaria - 3/4 - CASSIA MARIA";00113;"";129;3138,75;0,00;0,00;-9416,25;
691;"Portão de acesso";132010022;04/07/2025;"VR. DEB. C/C REF.Portão Eletronico Portaria - 4/4 - CASSIA MARIA";00113;"";130;3138,75;0,00;0,00;-12555,00;
712;"Postes e Placas de Sinalização";132010024;17/07/2025;"VR. DEB. C/C REF.FABRITELHAS NF 6.896/6.734/6.897/6.748";00113;"";130;1812,70;0,00;0,00;-1812,70;
712;"Postes e Placas de Sinalização";132010024;17/07/2025;"VR. DEB. C/C REF. QUALIDADE COMERCIAL SANTOS MACIEL LTDA NF 2.079";00113;"";130;205,00;0,00;0,00;-2017,70;
712;"Postes e Placas de Sinalização";132010024;22/07/2025;"VR. DEB. C/C REF. MARSELHA PLACAS 1/2";00113;"";130;1540,00;0,00;0,00;-3557,70;
00107;"Salario a Pagar";211020002;06/01/2025;"VR.DEB.C/C REF.PAGTO.SALARIOS N/MES";00113;"";124;13208,75;0,00;12059,92;-1148,83;
00107;"Salario a Pagar";211020002;05/02/2025;"VR.DEB.C/C REF.PAGTO.SALARIOS N/MES";00113;"";125;11406,19;0,00;12059,92;-12555,02;
00107;"Salario a Pagar";211020002;05/03/2025;"VR.DEB.C/C REF.PAGTO.SALARIOS N/MES";00113;"";126;11399,06;0,00;12059,92;-23954,08;
00107;"Salario a Pagar";211020002;01/04/2025;"VR.DEB.C/C REF.PAGTO.SALARIOS N/MES";00113;"";127;11501,21;0,00;12059,92;-35455,29;
00107;"Salario a Pagar";211020002;02/05/2025;"VR.DEB.C/C REF.PAGTO.SALARIOS N/MES";00113;"";128;11737,75;0,00;12059,92;-47193,04;
00107;"Salario a Pagar";211020002;02/06/2025;"VR.DEB.C/C REF.PAGTO.SALARIOS N/MES";00113;"";129;10649,11;0,00;12059,92;-57842,15;
00107;"Salario a Pagar";211020002;01/07/2025;"VR.DEB.C/C REF.PAGTO.SALARIOS N/MES";00113;"";130;10604,68;0,00;12059,92;-68446,83;
00018;"Pis s/Folha de Pagamento";211030009;20/01/2025;"VR.DEB.C/C PIS S/FOLHA PAGATO.";00113;"";124;152,75;0,00;152,76;0,01;
00018;"Pis s/Folha de Pagamento";211030009;19/02/2025;"VR.DEB.C/C PIS S/FOLHA PAGATO.";00113;"";125;158,53;0,00;152,76;-158,52;
00018;"Pis s/Folha de Pagamento";211030009;11/03/2025;"VR.DEB.C/C PIS S/FOLHA PAGATO.";00113;"";126;167,31;0,00;152,76;-325,83;
00018;"Pis s/Folha de Pagamento";211030009;16/04/2025;"VR.DEB.C/C PIS S/FOLHA PAGATO.";00113;"";127;171,31;0,00;152,76;-497,14;
00018;"Pis s/Folha de Pagamento";211030009;20/05/2025;"VR.DEB.C/C PIS S/FOLHA PAGATO.";00113;"";128;165,20;0,00;152,76;-662,34;
00018;"Pis s/Folha de Pagamento";211030009;25/06/2025;"VR.DEB.C/C PIS S/FOLHA PAGATO.";00113;"";129;156,88;0,00;152,76;-819,22;
00018;"Pis s/Folha de Pagamento";211030009;18/07/2025;"VR.DEB.C/C PIS S/FOLHA PAGATO";00113;"";130;156,14;0,00;152,76;-975,36;
00023;"IRRF";211030010;20/01/2025;"VR.DESC.IRRF S/SALARIOS N/MES.";00113;"";124;20,75;0,00;20,75;0,00;
00023;"IRRF";211030010;19/02/2025;"VR.DESC.IRRF S/SALARIOS N/MES.";00113;"";125;93,23;0,00;20,75;-93,23;
00023;"IRRF";211030010;11/03/2025;"VR.DESC.IRRF S/SALARIOS N/MES.";00113;"";126;80,12;0,00;20,75;-173,35;
00112;"INSS a Pagar";211040001;20/01/2025;"VR.DEB.C/C REF.PAGATO.INSS";00113;"";124;5175,71;0,00;5175,71;0,00;
00112;"INSS a Pagar";211040001;19/02/2025;"VR.DEB.C/C REF.PAGATO.INSS";00113;"";125;5365,92;0,00;5175,71;-5365,92;
